Row,C0,C1,C2,C3,C4,C5
19784,7,16427,121,1,-1,-1
19785,7,16428,122,1,-1,-1
19786,7,16429,123,1,-1,-1
19787,7,16430,125,1,-1,-1
19788,7,16431,126,1,-1,-1
19789,7,16432,127,1,-1,-1
19790,7,16433,130,1,-1,-1
19791,7,16434,131,1,-1,-1
19792,7,16435,132,1,-1,-1
19793,7,16436,136,1,-1,-1
19794,7,16437,137,1,-1,-1
19795,7,16438,138,1,-1,-1
19796,7,16439,141,1,-1,-1
19797,7,16440,142,1,-1,-1
19798,7,16441,143,1,-1,-1
19799,7,16442,145,1,-1,-1
19800,7,16443,147,1,-1,-1
19801,7,16444,151,1,-1,-1
19802,7,16445,154,2,-1,-1
19803,7,16446,158,2,-1,-1
19804,7,16447,166,2,-1,-1
19805,7,16448,168,4,-1,-1
19806,7,16449,182,2,-1,-1
19807,7,16450,87,2,-1,-1
19808,7,16451,92,1,-1,-1
19809,7,16452,94,1,-1,-1
19810,7,16453,95,1,-1,-1
19811,7,16454,97,1,-1,-1
19812,7,16455,98,1,-1,-1
19813,7,16456,99,1,-1,-1
19814,7,16457,100,1,-1,-1
19815,7,16458,101,1,-1,-1
19816,7,16459,102,1,-1,-1
19817,7,16460,103,1,-1,-1
19818,7,16461,104,1,-1,-1
19819,7,16462,105,1,-1,-1
19820,7,16463,106,1,-1,-1
19821,7,16464,108,1,-1,-1
19822,7,16465,109,2,-1,-1
19823,7,16466,110,1,-1,-1
19824,7,16467,112,1,-1,-1
19825,7,16468,113,1,-1,-1
19826,7,16469,114,1,-1,-1
19827,7,16470,116,1,-1,-1
19828,7,16471,117,1,-1,-1
19829,7,16472,118,1,-1,-1
19830,7,16473,120,1,-1,-1
19831,7,16474,121,1,-1,-1
19832,7,16475,122,1,-1,-1
19833,7,16476,124,1,-1,-1
19834,7,16477,127,1,-1,-1
19835,7,16478,129,1,-1,-1
19836,7,16479,130,1,-1,-1
19837,7,16480,131,1,-1,-1
19838,7,16481,132,1,-1,-1
19839,7,16482,135,1,-1,-1
19840,7,16483,136,1,-1,-1
19841,7,16484,137,1,-1,-1
19842,7,16485,138,1,-1,-1
19843,7,16486,139,1,-1,-1
19844,7,16487,140,1,-1,-1
19845,7,16488,141,1,-1,-1
19846,7,16489,142,1,-1,-1
19847,7,16490,143,1,-1,-1
19848,7,16491,145,1,-1,-1
19849,7,16492,146,1,-1,-1
19850,7,16493,147,1,-1,-1
19851,7,16494,148,1,-1,-1
19852,7,16495,150,1,-1,-1
19853,7,16496,151,1,-1,-1
19854,7,16497,154,1,-1,-1
19855,7,16498,155,1,-1,-1
19856,7,16499,157,1,-1,-1
19857,7,16500,158,1,-1,-1
19858,7,16501,161,1,-1,-1
19859,7,16502,162,1,-1,-1
19860,7,16503,164,1,-1,-1
19861,7,16504,165,1,-1,-1
19862,7,16505,171,1,-1,-1
19863,7,16506,172,1,-1,-1
19864,7,16507,173,1,-1,-1
19865,7,16508,174,1,-1,-1
19866,7,16509,175,1,-1,-1
19867,7,16510,176,1,-1,-1
19868,7,16511,178,1,-1,-1
19869,7,16512,179,1,-1,-1
19870,7,16513,181,1,-1,-1
19871,7,16514,182,1,-1,-1
19872,7,16515,184,1,-1,-1
19873,7,16516,185,1,-1,-1
19874,7,16517,186,1,-1,-1
19875,7,16518,87,1,-1,-1
19876,7,16519,88,1,-1,-1
19877,7,16520,90,1,-1,-1
19878,7,16521,92,1,-1,-1
19879,7,16522,94,1,-1,-1
19880,7,16523,95,1,-1,-1
19881,7,16524,98,1,-1,-1
19882,7,16525,99,1,-1,-1
19883,7,16526,100,1,-1,-1
19884,7,16527,101,1,-1,-1
19885,7,16528,102,1,-1,-1
19886,7,16529,103,1,-1,-1
19887,7,16530,104,1,-1,-1
19888,7,16531,105,1,-1,-1
19889,7,16532,106,1,-1,-1
19890,7,16533,108,1,-1,-1
19891,7,16534,109,1,-1,-1
19892,7,16535,110,1,-1,-1
19893,7,16536,112,1,-1,-1
19894,7,16537,113,1,-1,-1
19895,7,16538,114,1,-1,-1
19896,7,16539,116,1,-1,-1
19897,7,16540,117,1,-1,-1
19898,7,16541,118,1,-1,-1
19899,7,16542,120,1,-1,-1
19900,7,16543,121,1,-1,-1
19901,7,16544,122,1,-1,-1
19902,7,16545,123,1,-1,-1
19903,7,16546,124,1,-1,-1
19904,7,16547,126,1,-1,-1
19905,7,16548,127,1,-1,-1
19906,7,16549,129,1,-1,-1
19907,7,16550,130,1,-1,-1
19908,7,16551,131,1,-1,-1
19909,7,16552,132,1,-1,-1
19910,7,16553,135,1,-1,-1
19911,7,16554,136,1,-1,-1
19912,7,16555,137,1,-1,-1
19913,7,16556,139,1,-1,-1
19914,7,16557,140,1,-1,-1
19915,7,16558,141,1,-1,-1
19916,7,16559,142,2,-1,-1
19917,7,16560,143,1,-1,-1
19918,7,16561,145,1,-1,-1
19919,7,16562,146,1,-1,-1
19920,7,16563,147,1,-1,-1
19921,7,16564,151,1,-1,-1
19922,7,16565,154,1,-1,-1
19923,7,16566,155,1,-1,-1
19924,7,16567,157,1,-1,-1
19925,7,16568,158,1,-1,-1
19926,7,16569,161,1,-1,-1
19927,7,16570,162,2,-1,-1
19928,7,16571,164,1,-1,-1
19929,7,16572,166,1,-1,-1
19930,7,16573,169,1,-1,-1
19931,7,16574,171,1,-1,-1
19932,7,16575,172,1,-1,-1
19933,7,16576,173,1,-1,-1
19934,7,16577,174,2,-1,-1
19935,7,16578,175,1,-1,-1
19936,7,16579,176,1,-1,-1
19937,7,16580,178,1,-1,-1
19938,7,16581,179,1,-1,-1
19939,7,16582,181,1,-1,-1
19940,7,16583,182,1,-1,-1
19941,7,16584,184,1,-1,-1
19942,7,16585,185,1,-1,-1
19943,7,16586,186,1,-1,-1
19944,7,16587,92,1,-1,-1
19945,7,16588,94,1,-1,-1
19946,7,16589,97,1,-1,-1
19947,7,16590,99,1,-1,-1
19948,7,16591,100,1,-1,-1
19949,7,16592,101,1,-1,-1
19950,7,16593,105,1,-1,-1
19951,7,16594,109,1,-1,-1
19952,7,16595,112,1,-1,-1
19953,7,16596,113,1,-1,-1
19954,7,16597,114,1,-1,-1
19955,7,16598,116,1,-1,-1
19956,7,16599,117,1,-1,-1
19957,7,16600,118,1,-1,-1
19958,7,16601,120,1,-1,-1
19959,7,16602,121,1,-1,-1
19960,7,16603,124,1,-1,-1
19961,7,16604,130,1,-1,-1
19962,7,16605,135,1,-1,-1
19963,7,16606,136,1,-1,-1
19964,7,16607,137,1,-1,-1
19965,7,16608,140,1,-1,-1
19966,7,16609,141,1,-1,-1
19967,7,16610,142,1,-1,-1
19968,7,16611,145,1,-1,-1
19969,7,16612,147,1,-1,-1
19970,7,16613,148,1,-1,-1
19971,7,16614,151,1,-1,-1
19972,7,16615,154,1,-1,-1
19973,7,16616,155,1,-1,-1
19974,7,16617,157,1,-1,-1
19975,7,16618,161,1,-1,-1
19976,7,16619,162,1,-1,-1
19977,7,16620,166,1,-1,-1
19978,7,16621,171,1,-1,-1
19979,7,16622,173,1,-1,-1
19980,7,16623,181,1,-1,-1
19981,7,16624,182,1,-1,-1
19982,7,16625,184,1,-1,-1
19983,7,16626,185,1,-1,-1
19984,7,16627,186,1,-1,-1
19985,7,16628,87,1,-1,-1
19986,7,16629,88,1,-1,-1
19987,7,16630,90,1,-1,-1
19988,7,16631,92,1,-1,-1
19989,7,16632,94,1,-1,-1
19990,7,16633,95,1,-1,-1
19991,7,16634,97,1,-1,-1
19992,7,16635,98,1,-1,-1
19993,7,16636,99,1,-1,-1
19994,7,16637,100,1,-1,-1
19995,7,16638,101,1,-1,-1
19996,7,16639,102,1,-1,-1
19997,7,16640,103,1,-1,-1
19998,7,16641,104,1,-1,-1
19999,7,16642,105,1,-1,-1
20000,7,16643,106,1,-1,-1
20001,7,16644,109,1,-1,-1
20002,7,16645,110,1,-1,-1
20003,7,16646,112,1,-1,-1
20004,7,16647,113,1,-1,-1
20005,7,16648,114,2,-1,-1
20006,7,16649,116,2,-1,-1
20007,7,16650,118,1,-1,-1
20008,7,16651,121,1,-1,-1
20009,7,16652,122,1,-1,-1
20010,7,16653,123,1,-1,-1
20011,7,16654,126,1,-1,-1
20012,7,16655,127,1,-1,-1
20013,7,16656,130,1,-1,-1
20014,7,16657,131,1,-1,-1
20015,7,16658,132,1,-1,-1
20016,7,16659,135,1,-1,-1
20017,7,16660,136,1,-1,-1
20018,7,16661,137,1,-1,-1
20019,7,16662,138,1,-1,-1
20020,7,16663,139,1,-1,-1
20021,7,16664,140,1,-1,-1
20022,7,16665,141,1,-1,-1
20023,7,16666,142,1,-1,-1
20024,7,16667,143,1,-1,-1
20025,7,16668,145,1,-1,-1
20026,7,16669,147,1,-1,-1
20027,7,16670,148,1,-1,-1
20028,7,16671,151,1,-1,-1
20029,7,16672,154,1,-1,-1
20030,7,16673,155,1,-1,-1
20031,7,16674,157,1,-1,-1
20032,7,16675,161,2,-1,-1
20033,7,16676,162,1,-1,-1
20034,7,16677,165,1,-1,-1
20035,7,16678,166,1,-1,-1
20036,7,16679,169,1,-1,-1
20037,7,16680,171,1,-1,-1
20038,7,16681,172,1,-1,-1
20039,7,16682,173,1,-1,-1
20040,7,16683,175,1,-1,-1
20041,7,16684,176,1,-1,-1
20042,7,16685,178,1,-1,-1
20043,7,16686,179,1,-1,-1
20044,7,16687,181,1,-1,-1
20045,7,16688,182,1,-1,-1
20046,7,16689,184,1,-1,-1
20047,7,16690,185,1,-1,-1
20048,7,16691,186,1,-1,-1
20049,7,16692,90,1,-1,-1
20050,7,16693,92,1,-1,-1
20051,7,16694,93,1,-1,-1
20052,7,16695,94,1,-1,-1
20053,7,16696,95,1,-1,-1
20054,7,16697,97,1,-1,-1
20055,7,16698,98,2,-1,-1
20056,7,16699,99,1,-1,-1
20057,7,16700,100,1,-1,-1
20058,7,16701,101,1,-1,-1
20059,7,16702,103,1,-1,-1
20060,7,16703,104,1,-1,-1
20061,7,16704,105,1,-1,-1
20062,7,16705,106,1,-1,-1
20063,7,16706,108,1,-1,-1
20064,7,16707,109,1,-1,-1
20065,7,16708,110,1,-1,-1
20066,7,16709,111,1,-1,-1
20067,7,16710,112,1,-1,-1
20068,7,16711,113,1,-1,-1
20069,7,16712,114,1,-1,-1
20070,7,16713,117,1,-1,-1
20071,7,16714,118,1,-1,-1
20072,7,16715,121,1,-1,-1
20073,7,16716,122,1,-1,-1
20074,7,16717,123,1,-1,-1
20075,7,16718,124,1,-1,-1
20076,7,16719,127,1,-1,-1
20077,7,16720,129,1,-1,-1
20078,7,16721,130,1,-1,-1
20079,7,16722,131,1,-1,-1
20080,7,16723,135,1,-1,-1
20081,7,16724,136,1,-1,-1
20082,7,16725,137,1,-1,-1
20083,7,16726,138,1,-1,-1
20084,7,16727,139,1,-1,-1
20085,7,16728,140,1,-1,-1
20086,7,16729,141,1,-1,-1
20087,7,16730,143,1,-1,-1
20088,7,16731,145,1,-1,-1
20089,7,16732,147,1,-1,-1
20090,7,16733,148,1,-1,-1
20091,7,16734,151,1,-1,-1
20092,7,16735,155,1,-1,-1
20093,7,16736,157,1,-1,-1
20094,7,16737,158,1,-1,-1
20095,7,16738,162,1,-1,-1
20096,7,16739,164,1,-1,-1
20097,7,16740,165,1,-1,-1
20098,7,16741,166,1,-1,-1
20099,7,16742,169,1,-1,-1
20100,7,16743,171,1,-1,-1
20101,7,16744,172,1,-1,-1
20102,7,16745,173,1,-1,-1
20103,7,16746,176,1,-1,-1
20104,7,16747,178,1,-1,-1
20105,7,16748,179,1,-1,-1
20106,7,16749,181,1,-1,-1
20107,7,16750,182,1,-1,-1
20108,7,16751,184,1,-1,-1
20109,7,16752,185,1,-1,-1
20110,7,16753,186,1,-1,-1
20111,7,16754,94,1,-1,-1
20112,7,16755,97,1,-1,-1
20113,7,16756,99,1,-1,-1
20114,7,16757,100,2,-1,-1
20115,7,16758,101,1,-1,-1
20116,7,16759,105,1,-1,-1
20117,7,16760,110,1,-1,-1
20118,7,16761,111,2,-1,-1
20119,7,16762,112,2,-1,-1
20120,7,16763,113,2,-1,-1
20121,7,16764,117,1,-1,-1
20122,7,16765,118,1,-1,-1
20123,7,16766,122,1,-1,-1
20124,7,16767,131,2,-1,-1
20125,7,16768,136,1,-1,-1
20126,7,16769,141,1,-1,-1
20127,7,16770,142,2,-1,-1
20128,7,16771,147,1,-1,-1
20129,7,16772,148,1,-1,-1
20130,7,16773,154,2,-1,-1
20131,7,16774,162,2,-1,-1
20132,7,16775,92,1,-1,-1
20133,7,16776,93,1,-1,-1
20134,7,16777,94,1,-1,-1
20135,7,16778,95,1,-1,-1
20136,7,16779,98,1,-1,-1
20137,7,16780,99,1,-1,-1
20138,7,16781,100,1,-1,-1
20139,7,16782,101,1,-1,-1
20140,7,16783,102,1,-1,-1
20141,7,16784,103,1,-1,-1
20142,7,16785,104,1,-1,-1
20143,7,16786,105,1,-1,-1
20144,7,16787,106,1,-1,-1
20145,7,16788,108,1,-1,-1
20146,7,16789,109,1,-1,-1
20147,7,16790,110,1,-1,-1
20148,7,16791,112,1,-1,-1
20149,7,16792,113,1,-1,-1
20150,7,16793,114,1,-1,-1
20151,7,16794,118,1,-1,-1
20152,7,16795,120,1,-1,-1
20153,7,16796,121,1,-1,-1
20154,7,16797,122,1,-1,-1
20155,7,16798,123,1,-1,-1
20156,7,16799,124,1,-1,-1
20157,7,16800,126,1,-1,-1
20158,7,16801,127,1,-1,-1
20159,7,16802,129,2,-1,-1
20160,7,16803,130,1,-1,-1
20161,7,16804,131,1,-1,-1
20162,7,16805,132,1,-1,-1
20163,7,16806,135,1,-1,-1
20164,7,16807,136,1,-1,-1
20165,7,16808,137,1,-1,-1
20166,7,16809,138,1,-1,-1
20167,7,16810,140,1,-1,-1
20168,7,16811,141,1,-1,-1
20169,7,16812,142,1,-1,-1
20170,7,16813,145,1,-1,-1
20171,7,16814,147,1,-1,-1
20172,7,16815,151,1,-1,-1
20173,7,16816,154,1,-1,-1
20174,7,16817,155,1,-1,-1
20175,7,16818,157,1,-1,-1
20176,7,16819,158,1,-1,-1
20177,7,16820,162,1,-1,-1
20178,7,16821,164,1,-1,-1
20179,7,16822,165,1,-1,-1
20180,7,16823,166,1,-1,-1
20181,7,16824,168,1,-1,-1
20182,7,16825,169,1,-1,-1
20183,7,16826,171,1,-1,-1
20184,7,16827,172,1,-1,-1
20185,7,16828,173,1,-1,-1
20186,7,16829,175,1,-1,-1
20187,7,16830,176,1,-1,-1
20188,7,16831,178,1,-1,-1
20189,7,16832,179,1,-1,-1
20190,7,16833,181,1,-1,-1
20191,7,16834,182,1,-1,-1
20192,7,16835,184,1,-1,-1
20193,7,16836,185,1,-1,-1
20194,7,16837,186,1,-1,-1
20195,7,16838,93,2,-1,-1
20196,7,16839,94,1,-1,-1
20197,7,16840,95,1,-1,-1
20198,7,16841,97,2,-1,-1
20199,7,16842,100,4,-1,-1
20200,7,16843,101,1,-1,-1
20201,7,16844,106,1,-1,-1
20202,7,16845,108,2,-1,-1
20203,7,16846,109,1,-1,-1
20204,7,16847,110,1,-1,-1
20205,7,16848,111,2,-1,-1
20206,7,16849,112,2,-1,-1
20207,7,16850,117,2,-1,-1
20208,7,16851,118,1,-1,-1
20209,7,16852,120,1,-1,-1
20210,7,16853,121,1,-1,-1
20211,7,16854,123,1,-1,-1
20212,7,16855,126,1,-1,-1
20213,7,16856,127,1,-1,-1
20214,7,16857,130,1,-1,-1
20215,7,16858,131,1,-1,-1
20216,7,16859,132,1,-1,-1
20217,7,16860,136,1,-1,-1
20218,7,16861,137,2,-1,-1
20219,7,16862,138,1,-1,-1
20220,7,16863,141,1,-1,-1
20221,7,16864,142,1,-1,-1
20222,7,16865,143,1,-1,-1
20223,7,16866,145,1,-1,-1
20224,7,16867,147,1,-1,-1
20225,7,16868,151,1,-1,-1
20226,7,16869,158,2,-1,-1
20227,7,16870,165,2,-1,-1
20228,7,16871,166,2,-1,-1
20229,7,16872,168,2,-1,-1
20230,7,16873,182,4,-1,-1
20231,7,16874,95,1,-1,-1
20232,7,16875,97,2,-1,-1
20233,7,16876,100,2,-1,-1
20234,7,16877,102,4,-1,-1
20235,7,16878,104,1,-1,-1
20236,7,16879,106,1,-1,-1
20237,7,16880,109,1,-1,-1
20238,7,16881,110,1,-1,-1
20239,7,16882,111,2,-1,-1
20240,7,16883,112,2,-1,-1
20241,7,16884,118,2,-1,-1
20242,7,16885,120,2,-1,-1
20243,7,16886,126,2,-1,-1
20244,7,16887,127,2,-1,-1
20245,7,16888,130,2,-1,-1
20246,7,16889,137,1,-1,-1
20247,7,16890,141,2,-1,-1
20248,7,16891,142,2,-1,-1
20249,7,16892,145,2,-1,-1
20250,7,16893,166,4,-1,-1
20251,7,16894,95,1,-1,-1
20252,7,16895,97,1,-1,-1
20253,7,16896,98,2,-1,-1
20254,7,16897,99,1,-1,-1
20255,7,16898,100,1,-1,-1
20256,7,16899,101,2,-1,-1
20257,7,16900,102,1,-1,-1
20258,7,16901,103,1,-1,-1
20259,7,16902,104,1,-1,-1
20260,7,16903,105,1,-1,-1
20261,7,16904,106,1,-1,-1
20262,7,16905,108,1,-1,-1
20263,7,16906,110,1,-1,-1
20264,7,16907,111,1,-1,-1
20265,7,16908,112,1,-1,-1
20266,7,16909,113,1,-1,-1
20267,7,16910,114,1,-1,-1
20268,7,16911,117,1,-1,-1
20269,7,16912,118,1,-1,-1
20270,7,16913,120,1,-1,-1
20271,7,16914,121,1,-1,-1
20272,7,16915,122,1,-1,-1
20273,7,16916,123,1,-1,-1
20274,7,16917,126,1,-1,-1
20275,7,16918,127,1,-1,-1
20276,7,16919,130,1,-1,-1
20277,7,16920,131,1,-1,-1
20278,7,16921,132,1,-1,-1
20279,7,16922,135,1,-1,-1
20280,7,16923,136,1,-1,-1
20281,7,16924,137,1,-1,-1
20282,7,16925,138,1,-1,-1
20283,7,16926,140,1,-1,-1
20284,7,16927,141,1,-1,-1
20285,7,16928,142,1,-1,-1
20286,7,16929,143,1,-1,-1
20287,7,16930,145,1,-1,-1
20288,7,16931,147,1,-1,-1
20289,7,16932,148,1,-1,-1
20290,7,16933,151,1,-1,-1
20291,7,16934,154,1,-1,-1
20292,7,16935,155,1,-1,-1
20293,7,16936,157,1,-1,-1
20294,7,16937,158,1,-1,-1
20295,7,16938,164,1,-1,-1
20296,7,16939,165,1,-1,-1
20297,7,16940,166,1,-1,-1
20298,7,16941,168,2,-1,-1
20299,7,16942,169,1,-1,-1
20300,7,16943,172,1,-1,-1
20301,7,16944,173,1,-1,-1
20302,7,16945,175,1,-1,-1
20303,7,16946,176,1,-1,-1
20304,7,16947,178,1,-1,-1
20305,7,16948,179,1,-1,-1
20306,7,16949,181,1,-1,-1
20307,7,16950,182,1,-1,-1
20308,7,16951,184,1,-1,-1
20309,7,16952,185,1,-1,-1
20310,7,16953,186,1,-1,-1
20311,7,16954,97,1,-1,-1
20312,7,16955,99,2,-1,-1
20313,7,16956,100,1,-1,-1
20314,7,16957,101,1,-1,-1
20315,7,16958,102,1,-1,-1
20316,7,16959,103,1,-1,-1
20317,7,16960,104,1,-1,-1
20318,7,16961,105,1,-1,-1
20319,7,16962,106,1,-1,-1
20320,7,16963,108,1,-1,-1
20321,7,16964,109,1,-1,-1
20322,7,16965,110,1,-1,-1
20323,7,16966,111,1,-1,-1
20324,7,16967,112,1,-1,-1
20325,7,16968,113,1,-1,-1
20326,7,16969,114,1,-1,-1
20327,7,16970,117,1,-1,-1
20328,7,16971,118,1,-1,-1
20329,7,16972,120,1,-1,-1
20330,7,16973,121,1,-1,-1
20331,7,16974,122,1,-1,-1
20332,7,16975,123,1,-1,-1
20333,7,16976,124,1,-1,-1
20334,7,16977,126,1,-1,-1
20335,7,16978,127,1,-1,-1
20336,7,16979,130,1,-1,-1
20337,7,16980,131,1,-1,-1
20338,7,16981,132,1,-1,-1
20339,7,16982,135,1,-1,-1
20340,7,16983,136,1,-1,-1
20341,7,16984,137,1,-1,-1
20342,7,16985,138,1,-1,-1
20343,7,16986,140,1,-1,-1
20344,7,16987,141,1,-1,-1
20345,7,16988,142,1,-1,-1
20346,7,16989,143,1,-1,-1
20347,7,16990,145,1,-1,-1
20348,7,16991,147,1,-1,-1
20349,7,16992,148,1,-1,-1
20350,7,16993,151,1,-1,-1
20351,7,16994,154,1,-1,-1
20352,7,16995,155,1,-1,-1
20353,7,16996,157,1,-1,-1
20354,7,16997,158,1,-1,-1
20355,7,16998,162,1,-1,-1
20356,7,16999,164,1,-1,-1
20357,7,17000,165,1,-1,-1
20358,7,17001,166,1,-1,-1
20359,7,17002,168,2,-1,-1
20360,7,17003,169,1,-1,-1
20361,7,17004,171,1,-1,-1
20362,7,17005,172,1,-1,-1
20363,7,17006,173,1,-1,-1
20364,7,17007,175,1,-1,-1
20365,7,17008,176,1,-1,-1
20366,7,17009,178,1,-1,-1
20367,7,17010,179,1,-1,-1
20368,7,17011,181,1,-1,-1
20369,7,17012,182,1,-1,-1
20370,7,17013,184,1,-1,-1
20371,7,17014,185,1,-1,-1
20372,7,17015,186,1,-1,-1
20373,7,17016,100,2,-1,-1
20374,7,17017,104,1,-1,-1
20375,7,17018,106,1,-1,-1
20376,7,17019,108,2,-1,-1
20377,7,17020,109,1,-1,-1
20378,7,17021,110,1,-1,-1
20379,7,17022,112,2,-1,-1
20380,7,17023,118,1,-1,-1
20381,7,17024,120,1,-1,-1
20382,7,17025,121,1,-1,-1
20383,7,17026,122,1,-1,-1
20384,7,17027,123,1,-1,-1
20385,7,17028,126,1,-1,-1
20386,7,17029,127,1,-1,-1
20387,7,17030,130,1,-1,-1
20388,7,17031,131,1,-1,-1
20389,7,17032,132,1,-1,-1
20390,7,17033,136,1,-1,-1
20391,7,17034,137,1,-1,-1
20392,7,17035,138,1,-1,-1
20393,7,17036,141,1,-1,-1
20394,7,17037,142,1,-1,-1
20395,7,17038,145,1,-1,-1
20396,7,17039,147,1,-1,-1
20397,7,17040,151,1,-1,-1
20398,7,17041,154,2,-1,-1
20399,7,17042,158,2,-1,-1
20400,7,17043,165,2,-1,-1
20401,7,17044,166,2,-1,-1
20402,7,17045,182,2,-1,-1
20403,7,17046,101,1,-1,-1
20404,7,17047,102,2,-1,-1
20405,7,17048,104,1,-1,-1
20406,7,17049,106,1,-1,-1
20407,7,17050,109,1,-1,-1
20408,7,17051,110,1,-1,-1
20409,7,17052,111,2,-1,-1
20410,7,17053,112,4,-1,-1
20411,7,17054,117,2,-1,-1
20412,7,17055,118,1,-1,-1
20413,7,17056,120,1,-1,-1
20414,7,17057,121,1,-1,-1
20415,7,17058,122,1,-1,-1
20416,7,17059,123,1,-1,-1
20417,7,17060,126,1,-1,-1
20418,7,17061,127,1,-1,-1
20419,7,17062,131,1,-1,-1
20420,7,17063,132,1,-1,-1
20421,7,17064,136,1,-1,-1
20422,7,17065,137,1,-1,-1
20423,7,17066,138,1,-1,-1
20424,7,17067,141,1,-1,-1
20425,7,17068,142,1,-1,-1
20426,7,17069,143,1,-1,-1
20427,7,17070,145,1,-1,-1
20428,7,17071,147,1,-1,-1
20429,7,17072,151,1,-1,-1
20430,7,17073,154,2,-1,-1
20431,7,17074,158,4,-1,-1
20432,7,17075,165,2,-1,-1
20433,7,17076,166,2,-1,-1
20434,7,17077,168,4,-1,-1
20435,7,17078,103,2,-1,-1
20436,7,17079,104,1,-1,-1
20437,7,17080,105,1,-1,-1
20438,7,17081,106,1,-1,-1
20439,7,17082,108,1,-1,-1
20440,7,17083,109,1,-1,-1
20441,7,17084,110,1,-1,-1
20442,7,17085,111,1,-1,-1
20443,7,17086,112,1,-1,-1
20444,7,17087,113,1,-1,-1
20445,7,17088,114,1,-1,-1
20446,7,17089,117,1,-1,-1
20447,7,17090,118,1,-1,-1
20448,7,17091,120,1,-1,-1
20449,7,17092,121,1,-1,-1
20450,7,17093,122,1,-1,-1
20451,7,17094,123,1,-1,-1
20452,7,17095,124,1,-1,-1
20453,7,17096,126,1,-1,-1
20454,7,17097,127,1,-1,-1
20455,7,17098,130,1,-1,-1
20456,7,17099,132,1,-1,-1
20457,7,17100,135,1,-1,-1
20458,7,17101,136,1,-1,-1
20459,7,17102,137,1,-1,-1
20460,7,17103,140,1,-1,-1
20461,7,17104,141,1,-1,-1
20462,7,17105,142,1,-1,-1
20463,7,17106,143,1,-1,-1
20464,7,17107,145,1,-1,-1
20465,7,17108,147,1,-1,-1
20466,7,17109,148,1,-1,-1
20467,7,17110,151,1,-1,-1
20468,7,17111,154,1,-1,-1
20469,7,17112,155,1,-1,-1
20470,7,17113,157,1,-1,-1
20471,7,17114,158,1,-1,-1
20472,7,17115,162,1,-1,-1
20473,7,17116,164,1,-1,-1
20474,7,17117,165,1,-1,-1
20475,7,17118,166,1,-1,-1
20476,7,17119,168,1,-1,-1
20477,7,17120,169,1,-1,-1
20478,7,17121,171,1,-1,-1
20479,7,17122,172,1,-1,-1
20480,7,17123,173,1,-1,-1
20481,7,17124,175,1,-1,-1
20482,7,17125,176,1,-1,-1
20483,7,17126,178,1,-1,-1
20484,7,17127,179,1,-1,-1
20485,7,17128,181,1,-1,-1
20486,7,17129,186,1,-1,-1
20487,7,17130,108,2,-1,-1
20488,7,17131,109,1,-1,-1
20489,7,17132,110,1,-1,-1
20490,7,17133,112,4,-1,-1
20491,7,17134,118,1,-1,-1
20492,7,17135,120,1,-1,-1
20493,7,17136,122,2,-1,-1
20494,7,17137,123,1,-1,-1
20495,7,17138,130,1,-1,-1
20496,7,17139,137,2,-1,-1
20497,7,17140,105,2,-1,-1
20498,7,17141,106,1,-1,-1
20499,7,17142,108,1,-1,-1
20500,7,17143,109,1,-1,-1
20501,7,17144,110,1,-1,-1
20502,7,17145,111,1,-1,-1
20503,7,17146,112,1,-1,-1
20504,7,17147,113,1,-1,-1
20505,7,17148,114,1,-1,-1
20506,7,17149,117,1,-1,-1
20507,7,17150,118,1,-1,-1
20508,7,17151,120,1,-1,-1
20509,7,17152,121,1,-1,-1
20510,7,17153,122,1,-1,-1
20511,7,17154,123,1,-1,-1
20512,7,17155,126,1,-1,-1
20513,7,17156,127,1,-1,-1
20514,7,17157,130,1,-1,-1
20515,7,17158,131,1,-1,-1
20516,7,17159,132,1,-1,-1
20517,7,17160,135,1,-1,-1
20518,7,17161,136,1,-1,-1
20519,7,17162,137,1,-1,-1
20520,7,17163,138,1,-1,-1
20521,7,17164,140,1,-1,-1
20522,7,17165,141,1,-1,-1
20523,7,17166,142,1,-1,-1
20524,7,17167,143,1,-1,-1
20525,7,17168,145,1,-1,-1
20526,7,17169,147,1,-1,-1
20527,7,17170,148,1,-1,-1
20528,7,17171,151,1,-1,-1
20529,7,17172,154,1,-1,-1
20530,7,17173,155,1,-1,-1
20531,7,17174,157,1,-1,-1
20532,7,17175,162,1,-1,-1
20533,7,17176,164,1,-1,-1
20534,7,17177,165,1,-1,-1
20535,7,17178,166,1,-1,-1
20536,7,17179,169,1,-1,-1
20537,7,17180,171,1,-1,-1
20538,7,17181,172,1,-1,-1
20539,7,17182,173,1,-1,-1
20540,7,17183,175,1,-1,-1
20541,7,17184,176,1,-1,-1
20542,7,17185,178,1,-1,-1
20543,7,17186,179,1,-1,-1
20544,7,17187,181,1,-1,-1
20545,7,17188,184,1,-1,-1
20546,7,17189,185,1,-1,-1
20547,7,17190,108,1,-1,-1
20548,7,17191,109,1,-1,-1
20549,7,17192,110,1,-1,-1
20550,7,17193,112,1,-1,-1
20551,7,17194,113,1,-1,-1
20552,7,17195,114,1,-1,-1
20553,7,17196,117,1,-1,-1
20554,7,17197,118,1,-1,-1
20555,7,17198,120,1,-1,-1
20556,7,17199,123,1,-1,-1
20557,7,17200,124,1,-1,-1
20558,7,17201,127,1,-1,-1
20559,7,17202,130,1,-1,-1
